kind,volume,contained,katz_tao_ratio,frostman_ratio,a,b,thickness
oriented_box,2.0,6,0.009075,0.0625,1.0,1.0,
oriented_box,0.193978836443053,0,0.0,0.0,0.0969894182215265,1.0,
oriented_box,0.06877167759440779,0,0.0,0.0,0.16289086141905065,0.21109740901144472,
oriented_box,0.3257817228381013,0,0.0,0.0,0.35453185953405447,0.4594533806725604,
oriented_box,0.006670125000000001,0,0.0,0.0,0.05775,0.05775,
oriented_box,0.193978836443053,0,0.0,0.0,0.21109740901144472,0.4594533806725604,
oriented_box,0.193978836443053,0,0.0,0.0,0.21109740901144472,0.4594533806725604,
oriented_box,0.11549999999999999,0,0.0,0.0,0.16289086141905065,0.35453185953405447,
oriented_box,0.1155,0,0.0,0.0,0.05775,1.0,
oriented_box,0.01451752295354991,0,0.0,0.0,0.07484075695964837,0.0969894182215265,
oriented_box,0.14968151391929674,1,0.020209576458659943,0.13918441087231365,0.21109740901144472,0.35453185953405447,
oriented_box,0.11549999999999999,0,0.0,0.0,0.16289086141905065,0.35453185953405447,
oriented_box,0.05306686546768073,0,0.0,0.0,0.16289086141905065,0.16289086141905065,
oriented_box,0.42219481802288944,1,0.007164938722284362,0.049345308004713234,0.4594533806725604,0.4594533806725604,
oriented_box,0.3257817228381013,0,0.0,0.0,0.16289086141905065,1.0,
oriented_box,0.42219481802288944,0,0.0,0.0,0.35453185953405447,0.5954257800381627,
oriented_box,0.14968151391929674,0,0.0,0.0,0.21109740901144472,0.35453185953405447,
oriented_box,1.1908515600763254,2,0.005080398097318054,0.03498896761238329,0.5954257800381627,1.0,
oriented_box,0.006670125000000001,0,0.0,0.0,0.05775,0.05775,
oriented_box,0.5471407751562604,0,0.0,0.0,0.2735703875781302,1.0,
oriented_box,0.7090637190681089,4,0.017064756910567212,0.11752587403971909,0.35453185953405447,1.0,
oriented_box,0.9189067613451208,3,0.009875865954795856,0.06801560574928277,0.4594533806725604,1.0,
oriented_box,0.14968151391929674,0,0.0,0.0,0.2735703875781302,0.2735703875781302,
oriented_box,0.42219481802288944,1,0.007164938722284362,0.049345308004713234,0.4594533806725604,0.4594533806725604,
oriented_box,0.024381750740821866,0,0.0,0.0,0.0969894182215265,0.12569283942467455,
oriented_box,0.01120227780458631,0,0.0,0.0,0.05775,0.0969894182215265,
oriented_box,0.19397883644305297,0,0.0,0.0,0.2735703875781302,0.35453185953405447,
oriented_box,0.06877167759440779,0,0.0,0.0,0.0969894182215265,0.35453185953405447,
oriented_box,0.08912423218269036,0,0.0,0.0,0.16289086141905065,0.2735703875781302,
oriented_box,0.42219481802288944,0,0.0,0.0,0.35453185953405447,0.5954257800381627,
oriented_box,0.193978836443053,0,0.0,0.0,0.16289086141905065,0.5954257800381627,
oriented_box,0.08912423218269036,0,0.0,0.0,0.21109740901144472,0.21109740901144472,
oriented_box,0.11550000000000002,0,0.0,0.0,0.0969894182215265,0.5954257800381627,
oriented_box,0.03159737976527404,0,0.0,0.0,0.12569283942467455,0.12569283942467455,
